county,date,aqi_mean,aqi_max,pm25_mean,pm25_max,observation_count,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max,fire_event_count_radius,smoke_present,min_fire_distance_km,fire_radius_km,aqi_lag_1,aqi_lag_2,aqi_lag_3,aqi_roll3_mean,aqi_roll7_mean,target_next_day_aqi,target_next_day_exceedance
Merced,2024-06-13,38.458333333333336,57.0,,,24.0,24.700000000000003,33.2,16.2,0.0,23.9,0.0,0.0,1500.0,150.0,57.0,50.04166666666666,37.0,48.013888888888836,43.226190476190474,46.41666666666666,0.0
Merced,2024-06-14,46.41666666666666,57.0,,,24.0,25.05,36.5,13.6,0.0,21.2,0.0,0.0,1500.0,150.0,38.458333333333336,57.0,50.04166666666666,48.49999999999995,44.02976190476191,24.625,0.0
Merced,2024-06-15,24.625,47.0,,,24.0,25.9,36.5,15.3,0.0,20.0,0.0,0.0,1500.0,150.0,46.41666666666666,38.458333333333336,57.0,47.29166666666662,43.767857142857146,29.916666666666668,0.0
Merced,2024-06-16,29.916666666666668,62.0,,,24.0,25.15,34.7,15.6,0.0,20.0,0.0,0.0,1500.0,150.0,24.625,46.41666666666666,38.458333333333336,36.49999999999995,41.113095238095234,27.416666666666668,0.0
Merced,2024-06-17,27.416666666666668,66.0,,,24.0,25.15,34.3,16.0,0.0,23.7,0.0,0.0,1500.0,150.0,29.916666666666668,24.625,46.41666666666666,33.65277777777773,40.49404761904761,23.08333333333333,0.0
Merced,2024-06-18,23.08333333333333,41.0,,,24.0,24.85,33.2,16.5,0.0,24.0,0.0,0.0,1500.0,150.0,27.416666666666668,29.916666666666668,24.625,27.3194444444444,39.125,32.666666666666664,0.0
Merced,2024-06-19,32.666666666666664,57.0,,,24.0,24.3,33.7,14.9,0.0,17.5,0.0,0.0,1500.0,150.0,23.08333333333333,27.416666666666668,29.916666666666668,26.805555555555515,35.273809523809526,39.708333333333336,0.0
Merced,2024-06-20,39.708333333333336,55.0,,,24.0,24.25,35.0,13.5,0.0,19.2,0.0,0.0,1500.0,150.0,32.666666666666664,23.08333333333333,27.416666666666668,27.722222222222175,31.797619047619047,43.04166666666666,0.0
Merced,2024-06-21,43.04166666666666,55.0,,,24.0,25.55,37.0,14.1,0.0,19.6,0.0,0.0,1500.0,150.0,39.708333333333336,32.666666666666664,23.08333333333333,31.8194444444444,31.976190476190474,53.54166666666666,0.0
Merced,2024-06-22,53.54166666666666,59.0,,,24.0,30.200000000000003,41.6,18.8,0.0,14.1,0.0,0.0,1500.0,150.0,43.04166666666666,39.708333333333336,32.666666666666664,38.47222222222218,31.494047619047617,48.083333333333336,0.0
Merced,2024-06-23,48.083333333333336,62.0,,,24.0,31.9,42.4,21.4,0.0,19.5,0.0,0.0,1500.0,150.0,53.54166666666666,43.04166666666666,39.708333333333336,45.43055555555551,35.625,30.541666666666668,0.0
Merced,2024-06-24,30.541666666666668,52.0,,,24.0,31.2,40.0,22.4,0.0,23.6,0.0,0.0,1500.0,150.0,48.083333333333336,53.54166666666666,43.04166666666666,48.22222222222217,38.22023809523809,28.041666666666668,0.0
Merced,2024-06-25,28.041666666666668,47.0,,,24.0,32.150000000000006,40.2,24.1,0.0,23.1,0.0,0.0,1500.0,150.0,30.541666666666668,48.083333333333336,53.54166666666666,44.055555555555515,38.666666666666664,24.08333333333333,0.0
Merced,2024-06-26,24.08333333333333,43.0,,,24.0,29.55,38.2,20.9,0.0,23.7,0.0,0.0,1500.0,150.0,28.041666666666668,30.541666666666668,48.083333333333336,35.555555555555515,39.375,14.083333333333334,0.0
Merced,2024-06-27,14.083333333333334,31.0,,,24.0,26.85,36.2,17.5,0.0,20.1,0.0,0.0,1500.0,150.0,24.08333333333333,28.041666666666668,30.541666666666668,27.555555555555515,38.14880952380952,26.375,0.0
Merced,2024-06-28,26.375,49.0,,,24.0,27.200000000000003,37.6,16.8,0.0,17.9,0.0,0.0,1500.0,150.0,14.083333333333334,24.08333333333333,28.041666666666668,22.0694444444444,34.488095238095234,37.54166666666666,0.0
Merced,2024-06-29,37.54166666666666,53.0,,,24.0,29.0,38.8,19.2,0.0,17.8,0.0,0.0,1500.0,150.0,26.375,14.083333333333334,24.08333333333333,21.513888888888847,32.107142857142854,31.0,0.0
Merced,2024-06-30,31.0,50.0,,,24.0,29.2,38.8,19.6,0.0,20.4,0.0,0.0,1500.0,150.0,37.54166666666666,26.375,14.083333333333334,25.999999999999954,29.821428571428566,22.875,0.0
Merced,2024-07-01,22.875,34.0,,,24.0,29.5,40.0,19.0,0.0,18.6,0.0,0.0,1500.0,150.0,31.0,37.54166666666666,26.375,31.638888888888843,27.38095238095238,30.58333333333333,0.0
Merced,2024-07-02,30.58333333333333,51.0,,,24.0,31.95,43.0,20.9,0.0,16.4,0.0,0.0,1500.0,150.0,22.875,31.0,37.54166666666666,30.472222222222175,26.28571428571428,44.375,0.0
Merced,2024-07-03,44.375,57.0,,,24.0,33.3,44.7,21.9,0.0,10.8,0.0,0.0,1500.0,150.0,30.58333333333333,22.875,31.0,28.152777777777732,26.648809523809522,52.625,0.0
Merced,2024-07-04,52.625,70.0,,,24.0,35.2,45.4,25.0,0.0,16.4,0.0,0.0,1500.0,150.0,44.375,30.58333333333333,22.875,32.611111111111065,29.547619047619044,59.333333333333336,0.0
Merced,2024-07-05,59.333333333333336,136.0,,,24.0,34.2,45.0,23.4,0.0,24.1,0.0,0.0,1500.0,150.0,52.625,44.375,30.58333333333333,42.527777777777736,35.05357142857143,50.25,0.0
Merced,2024-07-06,50.25,61.0,,,24.0,35.7,47.0,24.4,0.0,12.6,0.0,0.0,1500.0,150.0,59.333333333333336,52.625,44.375,52.111111111111065,39.76190476190476,53.66666666666666,0.0
Merced,2024-07-07,53.66666666666666,68.0,,,24.0,36.1,47.0,25.2,0.0,17.5,0.0,0.0,1500.0,150.0,50.25,59.333333333333336,52.625,54.0694444444444,41.577380952380956,53.125,0.0
Merced,2024-07-08,53.125,58.0,,,24.0,33.7,45.2,22.2,0.0,20.0,0.0,0.0,1500.0,150.0,53.66666666666666,50.25,59.333333333333336,54.41666666666662,44.81547619047619,54.458333333333336,0.0
Merced,2024-07-09,54.458333333333336,62.0,,,24.0,32.8,43.8,21.8,0.0,20.7,0.0,0.0,1500.0,150.0,53.125,53.66666666666666,50.25,52.34722222222217,49.13690476190476,50.16666666666666,0.0
Merced,2024-07-10,50.16666666666666,58.0,,,24.0,32.5,44.5,20.5,0.0,17.3,0.0,0.0,1500.0,150.0,54.458333333333336,53.125,53.66666666666666,53.74999999999995,52.54761904761905,53.708333333333336,0.0
Merced,2024-07-11,53.708333333333336,62.0,,,24.0,36.05,47.0,25.1,0.0,10.1,0.0,0.0,1500.0,150.0,50.16666666666666,54.458333333333336,53.125,52.583333333333286,53.375,52.333333333333336,0.0
Merced,2024-07-12,52.333333333333336,63.0,,,24.0,35.95,46.9,25.0,0.0,18.0,0.0,0.0,1500.0,150.0,53.708333333333336,50.16666666666666,54.458333333333336,52.777777777777736,53.52976190476191,56.083333333333336,0.0
Merced,2024-07-13,56.083333333333336,65.0,,,24.0,35.05,45.5,24.6,0.0,19.5,0.0,0.0,1500.0,150.0,52.333333333333336,53.708333333333336,50.16666666666666,52.0694444444444,52.529761904761905,33.208333333333336,0.0
Merced,2024-07-14,33.208333333333336,61.0,,,24.0,32.95,42.0,23.9,0.0,24.9,0.0,0.0,1500.0,150.0,56.083333333333336,52.333333333333336,53.708333333333336,54.04166666666663,53.363095238095234,30.83333333333333,0.0
Merced,2024-07-15,30.83333333333333,49.0,,,24.0,30.85,41.2,20.5,0.0,15.3,0.0,0.0,1500.0,150.0,33.208333333333336,56.083333333333336,52.333333333333336,47.20833333333329,50.4404761904762,29.75,0.0
Merced,2024-07-16,29.75,51.0,,,24.0,29.4,39.3,19.5,0.0,18.2,0.0,0.0,1500.0,150.0,30.83333333333333,33.208333333333336,56.083333333333336,40.04166666666662,47.25595238095239,17.416666666666668,0.0
Merced,2024-07-17,17.416666666666668,31.0,,,24.0,26.75,37.9,15.6,0.0,21.0,0.0,0.0,1500.0,150.0,29.75,30.83333333333333,33.208333333333336,31.263888888888847,43.726190476190474,20.625,0.0
Merced,2024-07-18,20.625,34.0,,,24.0,30.5,40.8,20.2,0.0,14.3,0.0,0.0,1500.0,150.0,17.416666666666668,29.75,30.83333333333333,25.999999999999957,39.04761904761905,-16.61904761904762,0.0
Merced,2024-07-19,-16.61904761904762,60.0,,,21.0,31.75,42.2,21.3,0.0,17.1,0.0,0.0,1500.0,150.0,20.625,17.416666666666668,29.75,22.597222222222182,34.32142857142857,36.91666666666666,0.0
Merced,2024-07-20,36.91666666666666,62.0,,,24.0,33.35,43.2,23.5,0.0,14.1,0.0,0.0,1500.0,150.0,-16.61904761904762,20.625,17.416666666666668,7.140873015872973,24.47108843537415,48.75,0.0
Merced,2024-07-21,48.75,63.0,,,24.0,30.35,41.3,19.4,0.0,22.0,0.0,0.0,1500.0,150.0,36.91666666666666,-16.61904761904762,20.625,13.64087301587297,21.73299319727891,58.66666666666666,0.0
Merced,2024-07-22,58.66666666666666,67.0,,,24.0,32.3,43.3,21.3,0.0,17.1,0.0,0.0,1500.0,150.0,48.75,36.91666666666666,-16.61904761904762,23.01587301587297,23.953231292517007,52.16666666666666,0.0
Merced,2024-07-23,52.16666666666666,65.0,,,24.0,35.0,45.5,24.5,0.0,15.9,0.0,0.0,1500.0,150.0,58.66666666666666,48.75,36.91666666666666,48.111111111111065,27.929421768707478,16.875,0.0
Merced,2024-07-24,16.875,47.0,,,24.0,35.6,44.1,27.1,0.0,20.3,0.0,0.0,1500.0,150.0,52.16666666666666,58.66666666666666,48.75,53.1944444444444,31.131802721088434,26.666666666666668,0.0
Merced,2024-07-25,26.666666666666668,51.0,,,24.0,34.6,43.2,26.0,0.0,22.2,0.0,0.0,1500.0,150.0,16.875,52.16666666666666,58.66666666666666,42.56944444444439,31.054421768707478,-19.47826086956522,0.0
Merced,2024-07-26,-19.47826086956522,55.0,,,23.0,33.05,43.0,23.1,0.0,27.7,0.0,0.0,1500.0,150.0,26.666666666666668,16.875,52.16666666666666,31.902777777777732,31.917517006802715,42.875,0.0
Merced,2024-07-27,42.875,66.0,,,24.0,25.85,35.8,15.9,0.0,27.1,0.0,0.0,1500.0,150.0,-19.47826086956522,26.666666666666668,16.875,8.02113526570044,31.50905797101449,37.125,0.0
Merced,2024-07-28,37.125,57.0,,,24.0,24.7,34.5,14.9,0.0,18.4,0.0,0.0,1500.0,150.0,42.875,-19.47826086956522,26.666666666666668,16.68780193236711,32.36024844720497,34.125,0.0
Merced,2024-07-29,34.125,56.0,,,24.0,26.1,36.3,15.9,0.0,17.5,0.0,0.0,1500.0,150.0,37.125,42.875,-19.47826086956522,20.17391304347822,30.69953416149068,36.625,0.0
Merced,2024-07-30,36.625,59.0,,,24.0,27.2,37.0,17.4,0.0,15.2,0.0,0.0,1500.0,150.0,34.125,37.125,42.875,38.04166666666662,27.193581780538302,4.666666666666667,0.0
Merced,2024-07-31,4.666666666666667,19.0,,,24.0,29.05,39.2,18.9,0.0,14.2,0.0,0.0,1500.0,150.0,36.625,34.125,37.125,35.95833333333329,24.973343685300204,4.958333333333333,0.0
Merced,2024-08-01,4.958333333333333,23.0,,,24.0,31.55,41.7,21.4,0.0,17.0,0.0,0.0,1500.0,150.0,4.666666666666667,36.625,34.125,25.138888888888847,23.229296066252584,14.791666666666666,0.0
Merced,2024-08-02,14.791666666666666,26.0,,,24.0,32.7,41.5,23.9,0.0,11.9,0.0,0.0,1500.0,150.0,4.958333333333333,4.666666666666667,36.625,15.416666666666623,20.128105590062113,42.29166666666666,0.0
Merced,2024-08-03,42.29166666666666,59.0,,,24.0,32.849999999999994,41.8,23.9,0.3,13.9,0.0,0.0,1500.0,150.0,14.791666666666666,4.958333333333333,4.666666666666667,8.138888888888845,25.023809523809522,10.541666666666666,0.0
Merced,2024-08-04,10.541666666666666,28.0,,,24.0,33.150000000000006,42.2,24.1,0.0,18.7,0.0,0.0,1500.0,150.0,42.29166666666666,14.791666666666666,4.958333333333333,20.68055555555551,24.940476190476186,58.458333333333336,0.0
Merced,2024-08-05,58.458333333333336,81.0,,,24.0,31.75,42.0,21.5,0.0,19.5,0.0,0.0,1500.0,150.0,10.541666666666666,42.29166666666666,14.791666666666666,22.541666666666625,21.142857142857142,51.458333333333336,0.0
Merced,2024-08-06,51.458333333333336,59.0,,,24.0,32.0,44.0,20.0,0.0,14.0,0.0,0.0,1500.0,150.0,58.458333333333336,10.541666666666666,42.29166666666666,37.09722222222218,24.619047619047617,40.25,0.0
Merced,2024-08-07,40.25,63.0,,,24.0,33.5,44.0,23.0,0.0,21.0,0.0,0.0,1500.0,150.0,51.458333333333336,58.458333333333336,10.541666666666666,40.152777777777736,26.738095238095237,29.375,0.0
Merced,2024-08-08,29.375,44.0,,,24.0,31.85,41.7,22.0,0.0,22.1,0.0,0.0,1500.0,150.0,40.25,51.458333333333336,58.458333333333336,50.055555555555515,31.821428571428573,62.083333333333336,0.0
Merced,2024-08-09,62.083333333333336,77.0,,,24.0,31.3,41.5,21.1,0.0,13.2,0.0,0.0,1500.0,150.0,29.375,40.25,51.458333333333336,40.361111111111065,35.30952380952381,32.458333333333336,0.0
Merced,2024-08-10,32.458333333333336,61.0,,,24.0,30.65,41.7,19.6,0.0,18.8,0.0,0.0,1500.0,150.0,62.083333333333336,29.375,40.25,43.902777777777736,42.06547619047619,24.125,0.0
Merced,2024-08-11,24.125,51.0,,,24.0,31.25,41.0,21.5,0.0,13.7,0.0,0.0,1500.0,150.0,32.458333333333336,62.083333333333336,29.375,41.305555555555515,40.660714285714285,28.625,0.0
Merced,2024-08-12,28.625,45.0,,,24.0,29.5,39.4,19.6,0.0,19.6,0.0,0.0,1500.0,150.0,24.125,32.458333333333336,62.083333333333336,39.555555555555515,42.601190476190474,15.666666666666666,0.0
Merced,2024-08-13,15.666666666666666,56.0,,,24.0,27.3,37.0,17.6,0.0,18.9,0.0,0.0,1500.0,150.0,28.625,24.125,32.458333333333336,28.402777777777732,38.339285714285715,12.958333333333334,0.0
Merced,2024-08-14,12.958333333333334,28.0,,,24.0,27.95,37.0,18.9,0.0,15.1,0.0,0.0,1500.0,150.0,15.666666666666666,28.625,24.125,22.805555555555515,33.226190476190474,4.25,0.0
Merced,2024-08-15,4.25,12.0,,,24.0,28.25,37.3,19.2,0.0,16.7,0.0,0.0,1500.0,150.0,12.958333333333334,15.666666666666666,28.625,19.08333333333329,29.327380952380956,12.375,0.0
Merced,2024-08-16,12.375,44.0,,,24.0,28.0,37.8,18.2,0.0,14.6,0.0,0.0,1500.0,150.0,4.25,12.958333333333334,15.666666666666666,10.958333333333291,25.73809523809524,6.708333333333333,0.0
Merced,2024-08-17,6.708333333333333,26.0,,,24.0,27.9,37.3,18.5,0.0,22.8,0.0,0.0,1500.0,150.0,12.375,4.25,12.958333333333334,9.86111111111107,18.63690476190476,0.0833333333333333,0.0
Merced,2024-08-18,0.0833333333333333,2.0,,,24.0,25.5,33.2,17.8,0.0,21.1,0.0,0.0,1500.0,150.0,6.708333333333333,12.375,4.25,7.777777777777735,14.958333333333332,7.458333333333333,0.0
Merced,2024-08-19,7.458333333333333,16.0,,,24.0,26.7,35.5,17.9,0.0,14.3,0.0,0.0,1500.0,150.0,0.0833333333333333,6.708333333333333,12.375,6.388888888888847,11.523809523809524,11.333333333333334,0.0
Merced,2024-08-20,11.333333333333334,22.0,,,24.0,26.95,37.0,16.9,0.0,13.2,0.0,0.0,1500.0,150.0,7.458333333333333,0.0833333333333333,6.708333333333333,4.749999999999957,8.5,5.083333333333333,0.0
Merced,2024-08-21,5.083333333333333,23.0,,,24.0,27.25,36.5,18.0,0.0,14.6,0.0,0.0,1500.0,150.0,11.333333333333334,7.458333333333333,0.0833333333333333,6.291666666666624,7.880952380952381,12.916666666666666,0.0
Merced,2024-08-22,12.916666666666666,31.0,,,24.0,25.9,35.3,16.5,0.0,18.6,0.0,0.0,1500.0,150.0,5.083333333333333,11.333333333333334,7.458333333333333,7.95833333333329,6.7559523809523805,18.125,0.0
Merced,2024-08-23,18.125,31.0,,,24.0,22.75,28.8,16.7,0.0,19.4,0.0,0.0,1500.0,150.0,12.916666666666666,5.083333333333333,11.333333333333334,9.777777777777734,7.994047619047619,17.708333333333332,0.0
Merced,2024-08-24,17.708333333333332,30.0,,,24.0,23.55,28.8,18.3,0.0,12.2,0.0,0.0,1500.0,150.0,18.125,12.916666666666666,5.083333333333333,12.041666666666623,8.81547619047619,33.0,0.0
Merced,2024-08-25,33.0,98.0,,,24.0,23.8,31.4,16.2,0.0,15.0,0.0,0.0,1500.0,150.0,17.708333333333332,18.125,12.916666666666666,16.249999999999957,10.386904761904761,28.791666666666668,0.0
Merced,2024-08-26,28.791666666666668,49.0,,,24.0,25.6,35.6,15.6,0.0,10.3,0.0,0.0,1500.0,150.0,33.0,17.708333333333332,18.125,22.9444444444444,15.089285714285714,34.458333333333336,0.0
Merced,2024-08-27,34.458333333333336,56.0,,,24.0,28.75,39.0,18.5,0.0,9.4,0.0,0.0,1500.0,150.0,28.791666666666668,33.0,17.708333333333332,26.499999999999957,18.136904761904763,23.70833333333333,0.0
Merced,2024-08-28,23.70833333333333,39.0,,,24.0,29.85,39.7,20.0,0.0,11.3,0.0,0.0,1500.0,150.0,34.458333333333336,28.791666666666668,33.0,32.08333333333329,21.440476190476186,29.25,0.0
Merced,2024-08-29,29.25,44.0,,,24.0,29.1,38.8,19.4,0.0,20.2,0.0,0.0,1500.0,150.0,23.70833333333333,34.458333333333336,28.791666666666668,28.986111111111068,24.101190476190474,35.958333333333336,0.0
Merced,2024-08-30,35.958333333333336,56.0,,,24.0,27.95,38.3,17.6,0.0,15.5,0.0,0.0,1500.0,150.0,29.25,23.70833333333333,34.458333333333336,29.138888888888843,26.434523809523807,39.91666666666666,0.0
Merced,2024-08-31,39.91666666666666,51.0,,,24.0,29.0,39.0,19.0,0.0,13.4,0.0,0.0,1500.0,150.0,35.958333333333336,29.25,23.70833333333333,29.638888888888847,28.982142857142858,29.416666666666668,0.0
Merced,2024-09-01,29.416666666666668,50.0,,,24.0,28.65,38.8,18.5,0.0,12.7,0.0,0.0,1500.0,150.0,39.91666666666666,35.958333333333336,29.25,35.04166666666662,32.154761904761905,17.916666666666668,0.0
Merced,2024-09-02,17.916666666666668,32.0,,,24.0,27.5,37.5,17.5,0.0,15.8,0.0,0.0,1500.0,150.0,29.416666666666668,39.91666666666666,35.958333333333336,35.09722222222218,31.64285714285714,19.916666666666668,0.0
Merced,2024-09-03,19.916666666666668,53.0,,,24.0,28.0,38.5,17.5,0.0,12.1,0.0,0.0,1500.0,150.0,17.916666666666668,29.416666666666668,39.91666666666666,29.08333333333329,30.089285714285715,47.833333333333336,0.0
Merced,2024-09-04,47.833333333333336,59.0,,,24.0,30.85,41.7,20.0,0.0,10.4,0.0,0.0,1500.0,150.0,19.916666666666668,17.916666666666668,29.416666666666668,22.416666666666625,28.011904761904763,36.5,0.0
Merced,2024-09-05,36.5,61.0,,,24.0,31.55,42.0,21.1,0.0,14.8,0.0,0.0,1500.0,150.0,47.833333333333336,19.916666666666668,17.916666666666668,28.555555555555515,31.458333333333332,14.041666666666666,0.0
Merced,2024-09-06,14.041666666666666,35.0,,,24.0,32.55,42.3,22.8,0.0,14.5,0.0,0.0,1500.0,150.0,36.5,47.833333333333336,19.916666666666668,34.749999999999964,32.49404761904761,9.041666666666666,0.0
Merced,2024-09-07,9.041666666666666,32.0,,,24.0,32.45,42.0,22.9,0.0,13.0,0.0,0.0,1500.0,150.0,14.041666666666666,36.5,47.833333333333336,32.79166666666663,29.363095238095237,0.375,0.0
Merced,2024-09-08,0.375,2.0,,,24.0,30.75,40.4,21.1,0.0,17.0,0.0,0.0,1500.0,150.0,9.041666666666666,14.041666666666666,36.5,19.861111111111068,24.952380952380953,-37.18181818181818,0.0
Merced,2024-09-09,-37.18181818181818,22.0,,,22.0,31.7,41.4,22.0,0.0,13.0,0.0,0.0,1500.0,150.0,0.375,9.041666666666666,14.041666666666666,7.819444444444401,20.803571428571427,26.33333333333333,0.0
Merced,2024-09-10,26.33333333333333,45.0,,,24.0,29.8,42.0,17.6,0.0,16.0,0.0,0.0,1500.0,150.0,-37.18181818181818,0.375,9.041666666666666,-9.255050505050548,12.932359307359308,25.58333333333333,0.0
Merced,2024-09-11,25.58333333333333,60.0,,,24.0,23.95,32.5,15.4,0.0,17.4,0.0,0.0,1500.0,150.0,26.33333333333333,-37.18181818181818,0.375,-3.49116161616166,13.849025974025974,10.958333333333334,0.0
Merced,2024-09-12,10.958333333333334,28.0,,,24.0,24.0,32.7,15.3,0.0,15.5,0.0,0.0,1500.0,150.0,25.58333333333333,26.33333333333333,-37.18181818181818,4.911616161616116,10.670454545454545,12.583333333333334,0.0
Merced,2024-09-13,12.583333333333334,29.0,,,24.0,24.5,34.4,14.6,0.0,13.1,0.0,0.0,1500.0,150.0,10.958333333333334,25.58333333333333,26.33333333333333,20.95833333333329,7.021645021645021,32.083333333333336,0.0
Merced,2024-09-14,32.083333333333336,57.0,,,24.0,26.5,35.5,17.5,0.0,15.9,0.0,0.0,1500.0,150.0,12.583333333333334,10.958333333333334,25.58333333333333,16.374999999999957,6.813311688311687,13.375,0.0
Merced,2024-09-15,13.375,27.0,,,24.0,24.65,33.7,15.6,0.0,24.4,0.0,0.0,1500.0,150.0,32.083333333333336,12.583333333333334,10.958333333333334,18.541666666666625,10.104978354978355,7.166666666666667,0.0
Merced,2024-09-16,7.166666666666667,19.0,,,24.0,18.85,24.5,13.2,0.2,23.8,0.0,0.0,1500.0,150.0,13.375,32.083333333333336,12.583333333333334,19.34722222222218,11.962121212121213,23.375,0.0
Merced,2024-09-17,23.375,43.0,,,24.0,20.0,27.9,12.1,0.4,12.8,0.0,0.0,1500.0,150.0,7.166666666666667,13.375,32.083333333333336,17.54166666666662,18.297619047619047,22.041666666666668,0.0
Merced,2024-09-18,22.041666666666668,49.0,,,24.0,21.1,27.8,14.4,0.0,14.9,0.0,0.0,1500.0,150.0,23.375,7.166666666666667,13.375,14.638888888888848,17.875000000000004,16.0,0.0
Merced,2024-09-19,16.0,34.0,,,24.0,22.7,30.5,14.9,0.0,10.5,0.0,0.0,1500.0,150.0,22.041666666666668,23.375,7.166666666666667,17.527777777777736,17.36904761904762,20.70833333333333,0.0
Merced,2024-09-20,20.70833333333333,32.0,,,24.0,23.25,31.6,14.9,0.0,18.1,0.0,0.0,1500.0,150.0,16.0,22.041666666666668,23.375,20.472222222222182,18.08928571428572,29.791666666666668,0.0
Merced,2024-09-21,29.791666666666668,48.0,,,24.0,24.95,34.0,15.9,0.0,13.7,0.0,0.0,1500.0,150.0,20.70833333333333,16.0,22.041666666666668,19.58333333333329,19.25,26.791666666666668,0.0
Merced,2024-09-22,26.791666666666668,43.0,,,24.0,26.55,35.5,17.6,0.0,12.6,0.0,0.0,1500.0,150.0,29.791666666666668,20.70833333333333,16.0,22.166666666666625,18.922619047619047,32.916666666666664,0.0
Merced,2024-09-23,32.916666666666664,49.0,,,24.0,27.15,37.5,16.8,0.0,8.9,0.0,0.0,1500.0,150.0,26.791666666666668,29.791666666666668,20.70833333333333,25.763888888888847,20.839285714285715,50.125,0.0
Merced,2024-09-24,50.125,63.0,,,24.0,29.1,40.1,18.1,0.0,10.2,0.0,0.0,1500.0,150.0,32.916666666666664,26.791666666666668,29.791666666666668,29.83333333333329,24.517857142857146,40.708333333333336,0.0
Merced,2024-09-25,40.708333333333336,55.0,,,24.0,29.0,39.8,18.2,0.0,18.4,0.0,0.0,1500.0,150.0,50.125,32.916666666666664,26.791666666666668,36.611111111111065,28.33928571428572,32.375,0.0
Merced,2024-09-26,32.375,52.0,,,24.0,24.35,34.2,14.5,0.0,19.3,0.0,0.0,1500.0,150.0,40.708333333333336,50.125,32.916666666666664,41.249999999999964,31.005952380952383,38.375,0.0
Merced,2024-09-27,38.375,54.0,,,24.0,26.0,36.2,15.8,0.0,9.8,0.0,0.0,1500.0,150.0,32.375,40.708333333333336,50.125,41.0694444444444,33.345238095238095,34.5,0.0
Merced,2024-09-28,34.5,61.0,,,24.0,26.8,36.8,16.8,0.0,10.1,0.0,0.0,1500.0,150.0,38.375,32.375,40.708333333333336,37.152777777777736,35.86904761904763,19.125,0.0
Merced,2024-09-29,19.125,46.0,,,24.0,25.55,36.2,14.9,0.0,18.0,0.0,0.0,1500.0,150.0,34.5,38.375,32.375,35.083333333333286,36.54166666666667,42.16666666666666,0.0
Merced,2024-09-30,42.16666666666666,54.0,,,24.0,25.55,36.0,15.1,0.0,10.2,0.0,0.0,1500.0,150.0,19.125,34.5,38.375,30.666666666666618,35.44642857142857,49.125,0.0
Merced,2024-10-01,49.125,62.0,,,24.0,27.65,39.0,16.3,0.0,10.9,0.0,0.0,1500.0,150.0,42.16666666666666,19.125,34.5,31.93055555555551,36.767857142857146,57.29166666666666,0.0
Merced,2024-10-02,57.29166666666666,67.0,,,24.0,29.8,41.6,18.0,0.0,10.5,0.0,0.0,1500.0,150.0,49.125,42.16666666666666,19.125,36.80555555555551,36.625,53.583333333333336,0.0
Merced,2024-10-03,53.583333333333336,61.0,,,24.0,31.65,42.0,21.3,0.0,10.6,0.0,0.0,1500.0,150.0,57.29166666666666,49.125,42.16666666666666,49.527777777777736,38.99404761904761,46.16666666666666,0.0
Merced,2024-10-04,46.16666666666666,58.0,,,24.0,31.05,41.8,20.3,0.0,11.5,0.0,0.0,1500.0,150.0,53.583333333333336,57.29166666666666,49.125,53.333333333333286,42.023809523809526,21.33333333333333,0.0
Merced,2024-10-05,21.33333333333333,39.0,,,24.0,30.1,39.7,20.5,0.0,13.7,0.0,0.0,1500.0,150.0,46.16666666666666,53.583333333333336,57.29166666666666,52.34722222222217,43.13690476190476,49.958333333333336,0.0
Merced,2024-10-06,49.958333333333336,67.0,,,24.0,29.2,38.9,19.5,0.0,11.0,0.0,0.0,1500.0,150.0,21.33333333333333,46.16666666666666,53.583333333333336,40.361111111111065,41.25595238095237,47.095238095238095,0.0
Merced,2024-10-07,47.095238095238095,57.0,,,21.0,29.450000000000003,39.1,19.8,0.0,10.6,0.0,0.0,1500.0,150.0,49.958333333333336,21.33333333333333,46.16666666666666,39.15277777777773,45.660714285714285,-33.3125,0.0
Merced,2024-10-08,-33.3125,41.0,,,16.0,30.1,38.5,21.7,0.0,13.3,0.0,0.0,1500.0,150.0,47.095238095238095,49.958333333333336,21.33333333333333,39.462301587301546,46.36479591836735,28.375,0.0
Merced,2024-10-09,28.375,59.0,,,24.0,28.25,38.0,18.5,0.0,11.6,0.0,0.0,1500.0,150.0,-33.3125,47.095238095238095,49.958333333333336,21.247023809523764,34.588010204081634,30.291666666666668,0.0
Merced,2024-10-10,30.291666666666668,52.0,,,24.0,25.05,33.9,16.2,0.0,11.3,0.0,0.0,1500.0,150.0,28.375,-33.3125,47.095238095238095,14.052579365079323,30.45705782312925,32.25,0.0
Merced,2024-10-11,32.25,54.0,,,24.0,23.55,32.5,14.6,0.0,8.5,0.0,0.0,1500.0,150.0,30.291666666666668,28.375,-33.3125,8.451388888888847,27.129676870748302,15.791666666666666,0.0
Merced,2024-10-12,15.791666666666666,32.0,,,24.0,23.15,31.9,14.4,0.0,16.3,0.0,0.0,1500.0,150.0,32.25,30.291666666666668,28.375,30.305555555555515,25.141581632653065,14.208333333333334,0.0
Merced,2024-10-13,14.208333333333334,24.0,,,24.0,22.75,29.2,16.3,0.0,14.0,0.0,0.0,1500.0,150.0,15.791666666666666,32.25,30.291666666666668,26.11111111111107,24.349914965986397,30.416666666666668,0.0
